,flesch_reading_ease,smog_index,flesch_kincaid_grade,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,text_standard,mean_parse_tree_depth,mean_ents_per_sentence,mean_adj,mean_adp,mean_adv,mean_aux,mean_conj,mean_cconj,mean_det,mean_intj,mean_noun,mean_num,mean_part,mean_pron,mean_propn,mean_punct,mean_sconj,mean_sym,mean_verb,mean_x,mean_space,label,label_num
0,86.74,8.4,5.7,5.57,6.7,6.51,34.0,8.666666666666666,8.11,6.0,1.0219123505976095,1.08,1.28,2.24,1.72,2.08,0.0,0.72,1.12,0.04,2.24,0.2,0.96,2.4,0.96,0.08,0.6,0.0,2.44,0.0,1.0,B2,3
1,67.59,10.6,8.9,9.57,10.9,7.99,111.0,8.666666666666666,10.92,11.0,1.7038567493112948,0.6060606060606061,1.55,2.18,1.21,1.27,0.0,0.7,2.12,0.0,3.94,0.42,1.24,1.76,0.36,0.42,0.55,0.0,3.24,0.0,1.0,B2,3
2,71.14,8.8,7.6,8.35,8.5,8.06,35.0,7.428571428571429,8.65,9.0,1.5118110236220472,1.8571428571428572,1.36,2.07,0.5,0.57,0.0,0.43,2.57,0.0,3.0,0.43,0.71,0.71,2.57,0.0,0.29,0.0,2.0,0.0,0.93,B2,3
3,53.1,13.1,10.3,10.15,10.4,9.11,62.0,10.666666666666666,11.93,10.0,1.3302752293577982,1.3529411764705883,1.29,2.12,0.41,1.12,0.0,0.65,2.76,0.0,3.82,0.82,0.53,0.76,1.88,0.0,0.24,0.06,1.82,0.0,0.94,B2,3
4,60.85,10.9,9.4,10.15,10.6,9.66,71.0,12.8,10.1,11.0,1.3629242819843341,2.526315789473684,1.11,1.95,0.32,1.16,0.0,0.68,2.11,0.0,3.74,0.32,0.37,0.63,4.32,0.0,0.37,0.0,2.11,0.0,1.0,B2,3
5,71.95,10.3,7.2,8.93,8.5,6.66,30.0,10.5,8.53,9.0,1.0480769230769231,0.05555555555555555,0.61,1.5,1.17,1.39,0.0,0.78,2.28,0.0,4.17,0.06,0.5,1.22,0.28,0.0,0.22,0.0,2.22,0.0,0.94,B2,3
6,60.95,11.0,9.4,10.56,11.0,8.97,133.0,12.4,10.13,11.0,1.432192648922687,2.3684210526315788,1.5,2.71,0.71,1.16,0.0,0.42,1.47,0.0,4.61,1.0,0.5,0.79,1.87,0.37,0.37,0.05,2.21,0.03,1.0,B2,3
7,81.53,8.4,5.6,8.0,7.4,7.17,26.0,8.833333333333334,7.77,8.0,1.2919254658385093,1.45,1.25,1.85,0.5,0.85,0.0,0.25,2.45,0.0,3.3,0.1,0.4,0.7,1.0,0.0,0.55,0.0,1.95,0.0,0.95,B2,3
8,56.55,12.3,9.0,11.42,10.0,8.89,44.0,9.0,9.88,9.0,1.5702127659574467,1.6,0.93,1.53,0.73,0.53,0.0,0.33,1.6,0.0,3.2,0.07,0.27,1.07,2.47,0.0,0.07,0.0,1.93,0.0,0.93,B2,3
9,60.35,11.3,9.6,10.5,11.2,8.64,147.0,8.0,10.07,11.0,1.3457350272232305,2.6037735849056602,1.3,2.62,0.68,0.85,0.0,0.58,1.92,0.08,4.09,0.98,0.7,0.62,2.77,0.0,0.17,0.0,2.28,0.0,1.0,B2,3
10,74.9,10.1,6.1,7.87,6.8,7.65,97.0,5.666666666666667,7.92,8.0,1.1290760869565217,0.7254901960784313,0.88,1.39,0.75,0.78,0.0,0.53,1.29,0.0,2.62,0.14,0.63,1.12,0.88,0.0,0.24,0.0,2.04,0.0,1.0,B2,3
11,67.28,11.9,9.0,8.76,10.5,8.86,67.0,12.2,11.34,9.0,1.3155650319829424,2.3333333333333335,1.14,2.62,0.71,1.57,0.0,0.38,2.14,0.0,3.95,1.57,0.86,1.1,1.95,0.29,0.38,0.0,2.71,0.0,0.95,B2,3
12,63.7,10.8,8.4,10.9,10.1,8.76,153.0,6.5,9.24,9.0,1.2581369248035914,2.0576923076923075,1.19,1.94,0.5,0.88,0.0,0.58,1.38,0.0,3.19,0.44,0.35,0.65,2.88,0.0,0.25,0.02,1.88,0.0,0.98,B2,3
13,72.56,9.6,7.0,9.1,8.6,7.6,40.0,5.888888888888889,8.68,9.0,1.2385057471264367,0.85,1.3,1.45,0.95,1.0,0.0,0.5,1.45,0.0,3.24,0.05,1.2,1.0,1.5,0.1,0.3,0.0,2.2,0.0,1.0,B2,3
14,53.21,12.2,10.3,12.87,12.6,9.63,69.0,10.666666666666666,11.23,13.0,1.2327868852459016,3.25,0.81,2.0,0.44,1.5,0.0,0.38,1.94,0.0,2.18,0.44,0.44,0.56,4.62,0.0,0.31,0.0,2.31,0.0,1.0,B2,3
15,60.75,12.0,9.5,9.86,10.5,7.77,113.0,13.4,10.63,10.0,1.3182926829268293,1.4,1.62,1.5,0.7,1.48,0.0,0.68,1.88,0.0,3.02,0.12,0.88,2.48,1.55,0.0,0.55,0.02,3.02,0.0,1.0,B2,3
16,73.27,10.0,6.7,7.59,7.0,7.81,43.0,8.142857142857142,8.52,7.0,1.3402985074626865,1.1428571428571428,1.1,1.81,0.57,0.86,0.0,0.33,2.05,0.0,3.76,0.52,0.33,0.81,0.95,0.0,0.19,0.0,1.71,0.0,0.95,B2,3
17,70.23,9.9,7.9,8.64,9.1,7.95,42.0,8.333333333333334,9.53,8.0,1.3021806853582554,1.4705882352941178,1.18,1.76,1.06,1.12,0.0,0.47,1.65,0.0,3.59,0.24,0.71,1.76,0.76,0.06,0.41,0.0,3.18,0.0,0.94,B2,3
18,79.3,8.9,6.5,6.96,7.7,8.72,66.0,8.5,8.76,9.0,1.3989266547406083,1.5862068965517242,1.07,2.24,0.66,0.97,0.0,0.45,1.9,0.0,3.66,0.72,0.62,1.59,1.28,0.9,0.31,0.0,1.93,0.03,0.97,B2,3
19,63.9,10.7,8.3,10.55,9.6,9.71,81.0,10.666666666666666,9.38,11.0,1.2948402948402948,2.2083333333333335,0.92,2.12,0.38,0.5,0.0,0.42,1.96,0.0,3.72,0.67,0.54,0.38,2.12,0.0,0.17,0.0,1.92,0.0,1.0,B2,3
20,65.52,10.7,7.6,9.39,8.1,7.67,43.0,8.571428571428571,8.79,9.0,1.2137931034482758,0.21052631578947367,1.0,1.53,0.63,1.0,0.0,0.53,1.58,0.0,4.63,0.0,0.53,0.58,0.21,0.0,0.21,0.0,1.89,0.0,0.95,B2,3
21,65.01,11.6,7.8,9.56,8.5,7.33,41.0,11.333333333333334,8.47,8.0,1.1955128205128205,0.1,0.95,1.2,0.85,1.05,0.0,0.6,2.05,0.0,4.4,0.05,0.5,0.75,0.0,0.0,0.25,0.0,2.0,0.0,0.95,B2,3
22,60.65,12.3,9.5,10.21,10.7,7.85,38.0,13.6,10.55,11.0,1.5625,2.8666666666666667,1.6,2.6,0.47,0.8,0.0,0.53,2.87,0.0,3.0,0.6,0.6,0.87,3.13,0.27,0.33,0.0,1.67,0.0,0.93,B2,3
23,77.13,8.7,5.3,6.07,4.6,6.19,29.0,5.0,6.3,5.0,0.9277777777777778,0.7241379310344828,0.55,0.72,0.83,0.9,0.0,0.31,0.55,0.07,1.86,0.07,0.34,1.93,0.97,0.14,0.48,0.0,1.69,0.0,1.0,B2,3
24,86.84,8.3,5.7,6.26,7.5,6.64,18.0,8.333333333333334,7.83,8.0,1.1646090534979423,0.75,0.75,2.17,1.33,1.42,0.0,0.67,1.67,0.25,2.83,0.08,1.0,2.67,0.58,0.0,0.83,0.08,2.83,0.0,1.0,B2,3
25,69.62,9.6,8.1,7.31,8.6,7.7,76.0,11.6,8.99,9.0,1.2469135802469136,1.1176470588235294,1.38,1.79,1.15,1.5,0.0,0.88,1.65,0.0,3.26,0.47,1.0,2.03,0.71,1.26,0.29,0.0,3.06,0.0,1.0,B2,3
26,65.76,10.4,9.6,9.12,11.3,9.46,131.0,14.75,11.2,10.0,1.3851010101010102,2.0,2.33,2.58,0.91,0.82,0.0,0.7,2.18,0.03,4.64,0.85,0.64,1.06,3.39,0.0,0.27,0.18,2.3,0.0,1.0,B2,3
27,71.95,10.2,7.2,9.1,8.8,8.7,80.0,12.2,9.68,9.0,1.4,1.8888888888888888,0.81,1.67,0.44,0.7,0.0,0.52,1.85,0.0,2.96,0.3,0.7,1.26,2.7,0.0,0.19,0.0,2.3,0.0,1.0,B2,3
28,68.91,9.8,8.4,9.17,9.9,8.27,52.0,6.0,9.89,10.0,1.391304347826087,1.2352941176470589,1.53,2.82,0.53,1.12,0.0,0.59,2.0,0.0,5.0,0.47,0.35,1.0,1.29,0.0,0.53,0.0,2.12,0.0,0.94,B2,3
29,75.3,9.1,6.0,7.99,6.7,8.47,44.0,5.0,7.1,7.0,1.2300884955752212,1.0833333333333333,1.08,1.5,0.38,0.5,0.0,0.5,1.67,0.0,2.87,0.67,0.12,0.42,0.71,0.0,0.17,0.04,1.58,0.0,1.0,B2,3
30,71.04,9.7,7.6,8.81,8.9,7.88,39.0,8.833333333333334,8.92,9.0,1.2688821752265862,1.1666666666666667,1.94,2.11,0.39,0.78,0.0,0.39,2.22,0.0,3.83,0.06,0.72,1.0,1.94,0.0,0.11,0.0,1.83,0.0,1.0,B2,3
31,83.15,9.2,5.0,7.82,6.6,7.3,43.0,6.875,8.1,7.0,1.0857988165680474,0.8260869565217391,1.3,1.09,0.52,0.52,0.0,0.26,2.13,0.0,3.09,0.43,0.3,1.0,0.43,0.0,0.39,0.17,2.09,0.0,0.96,B2,3
32,82.04,6.6,5.4,6.84,6.4,7.33,27.0,5.5,6.87,7.0,1.3818897637795275,0.25,0.88,2.38,0.62,0.19,0.0,0.25,1.75,0.06,3.56,0.06,0.12,2.25,0.25,0.12,0.19,0.0,2.06,0.0,1.0,B2,3
33,62.48,11.4,8.8,10.32,10.2,8.83,52.0,10.5,9.86,9.0,1.3243243243243243,2.7222222222222223,0.78,2.83,0.5,0.83,0.0,0.33,2.0,0.0,2.7,0.61,0.67,0.61,3.17,0.0,0.22,0.0,1.78,0.0,1.0,B2,3
34,66.03,11.0,7.5,8.81,7.6,7.25,43.0,7.0,8.27,8.0,1.155688622754491,0.8636363636363636,1.23,1.5,0.36,0.86,0.0,0.36,1.73,0.0,3.4,0.0,0.73,0.59,0.91,0.0,0.36,0.0,1.55,0.0,1.0,B2,3
35,60.35,12.9,9.6,10.56,11.2,8.51,57.0,11.0,11.53,11.0,1.3121827411167513,1.4210526315789473,1.21,2.42,0.53,1.32,0.0,0.68,1.47,0.0,4.47,0.53,0.89,1.58,1.58,0.0,0.37,0.0,2.74,0.0,0.95,B2,3
36,73.58,10.2,6.6,9.91,8.8,8.32,121.0,10.833333333333334,9.03,10.0,1.212710765239948,1.5714285714285714,0.67,1.92,0.43,0.65,0.0,0.47,1.41,0.0,2.86,0.67,0.31,1.39,1.57,0.0,0.27,0.0,2.02,0.0,1.0,B2,3
37,63.59,11.1,8.4,9.92,9.3,8.93,48.0,7.7142857142857135,10.24,9.0,1.2915254237288136,1.411764705882353,1.53,2.12,0.59,0.88,0.0,0.29,1.47,0.0,3.47,0.29,0.18,1.35,1.76,0.12,0.41,0.0,1.82,0.0,1.0,B2,3
38,73.31,10.8,8.8,8.48,11.4,8.19,136.0,11.4,11.39,11.0,1.6050338818973862,0.85,1.25,3.6,1.27,1.3,0.0,0.57,2.2,0.12,4.62,0.28,0.75,2.78,0.88,1.02,0.55,0.02,3.49,0.0,1.0,B2,3
39,66.78,11.0,9.2,8.3,10.3,7.87,130.0,20.666666666666668,10.65,11.0,1.328214971209213,1.6304347826086956,0.96,2.35,0.96,1.98,0.0,0.67,1.35,0.04,3.83,0.46,0.67,2.61,1.85,0.0,0.74,0.0,3.2,0.0,1.0,B2,3
40,73.17,10.5,6.8,9.5,9.0,8.14,84.0,7.857142857142858,8.52,9.0,1.2085889570552146,1.0,0.79,1.61,0.63,0.95,0.0,0.55,1.34,0.03,3.24,0.24,0.55,1.89,0.89,0.68,0.16,0.05,2.5,0.0,1.0,B2,3
41,49.62,11.9,9.6,11.93,10.0,8.21,49.0,7.5,8.59,10.0,1.1794871794871795,1.3181818181818181,1.23,1.41,0.59,0.64,0.0,0.64,1.73,0.0,3.23,0.77,0.05,0.55,1.59,0.0,0.0,0.0,0.82,0.0,0.95,B2,3
42,55.44,12.0,9.5,10.79,10.0,8.83,77.0,10.833333333333334,10.18,10.0,1.3851508120649652,1.96,0.88,1.56,0.4,1.0,0.0,0.32,1.64,0.0,3.24,0.56,0.6,1.0,2.08,0.0,0.48,0.2,2.24,0.0,1.0,B2,3
43,68.6,10.6,8.5,9.92,10.7,9.4,101.0,19.666666666666668,10.68,11.0,1.393177737881508,2.888888888888889,1.41,2.89,0.89,0.78,0.0,0.63,1.48,0.0,3.93,0.74,0.37,0.85,3.37,0.0,0.26,0.0,2.0,0.0,1.0,B2,3
44,65.05,11.7,9.9,10.57,12.7,9.08,76.0,11.6,11.64,12.0,1.5594262295081966,3.25,2.1,2.7,0.9,1.15,0.0,0.4,1.95,0.0,4.45,0.95,0.85,1.7,3.35,0.0,0.4,0.0,2.55,0.0,0.95,B2,3
45,65.66,11.6,9.7,10.62,12.6,8.48,35.0,10.6,11.64,12.0,1.5708333333333333,1.1,1.5,3.6,1.2,1.1,0.0,0.7,1.8,0.0,7.5,0.8,0.2,1.2,0.1,0.0,0.6,0.0,2.8,0.0,0.9,B2,3
46,56.86,11.3,8.9,10.9,9.5,8.53,57.0,6.375,9.6,10.0,1.311926605504587,1.4761904761904763,1.33,1.86,0.71,0.62,0.0,0.29,1.38,0.0,3.17,0.43,0.19,1.33,1.24,0.0,0.24,0.0,1.38,0.0,1.0,B2,3
47,70.23,11.2,7.9,8.29,8.9,8.56,48.0,11.0,10.05,9.0,1.2966360856269112,2.235294117647059,1.12,2.59,0.82,1.06,0.0,0.71,1.76,0.0,3.35,0.71,0.35,1.0,2.59,0.12,0.35,0.0,1.76,0.0,0.94,B2,3
48,59.43,11.6,10.0,9.86,11.2,8.93,143.0,10.166666666666666,10.86,10.0,1.3340832395950506,1.55,1.35,2.33,0.75,1.23,0.0,0.78,2.05,0.02,4.25,0.5,0.8,1.55,1.88,0.55,0.42,0.08,2.7,0.0,1.0,B2,3
49,68.3,10.0,8.7,9.92,11.0,9.77,304.0,12.0,10.24,10.0,1.5132075471698114,2.6206896551724137,1.53,2.32,0.56,0.47,0.0,0.57,1.87,0.01,4.92,1.38,0.32,0.92,2.8,0.0,0.16,0.18,2.03,0.15,1.0,B2,3
50,68.64,10.4,10.6,8.59,13.5,9.56,42.0,13.75,12.99,14.0,1.2705479452054795,4.7,2.3,3.3,1.0,1.2,0.0,1.1,2.1,0.0,5.3,1.4,1.2,1.9,3.8,0.0,0.4,0.0,3.3,0.0,0.9,B2,3
51,74.49,9.5,6.3,9.16,7.9,8.09,47.0,5.444444444444445,7.74,8.0,1.3303571428571428,1.2272727272727273,1.18,1.55,0.59,0.82,0.0,0.55,1.32,0.0,2.89,0.18,0.45,0.64,1.32,0.18,0.18,0.0,1.59,0.0,1.0,B2,3
52,57.2,12.0,10.8,10.45,12.3,9.52,78.0,11.6,11.63,12.0,1.471698113207547,3.111111111111111,1.33,2.94,0.56,1.11,0.0,0.89,2.06,0.0,3.89,0.83,0.44,1.72,3.67,0.06,0.22,0.0,2.89,0.0,0.94,B2,3
53,66.74,11.5,7.2,8.8,7.6,7.71,41.0,8.142857142857142,7.76,8.0,1.38328530259366,1.375,0.79,1.5,0.54,0.75,0.0,0.33,1.29,0.0,2.48,0.04,0.17,0.5,2.25,0.08,0.17,0.0,1.54,0.0,1.0,B2,3
54,63.9,11.5,8.3,9.57,9.0,9.19,61.0,6.555555555555555,10.57,9.0,1.5579268292682926,1.4736842105263157,1.16,2.11,0.26,0.74,0.0,0.37,1.74,0.0,3.58,0.32,0.47,1.53,1.79,0.21,0.32,0.05,1.68,0.0,0.95,B2,3
55,73.17,10.2,6.8,8.69,8.0,8.08,45.0,8.166666666666666,9.08,9.0,1.33125,1.35,1.15,2.0,0.45,0.95,0.0,0.65,1.4,0.0,2.8,0.55,0.2,1.05,1.9,0.1,0.05,0.0,1.8,0.0,0.95,B2,3
56,61.56,12.4,9.2,11.48,11.5,9.53,38.0,16.5,10.46,10.0,1.2559241706161137,3.1818181818181817,1.91,1.91,0.27,0.82,0.0,0.27,2.18,0.0,5.09,0.82,0.45,0.55,1.73,0.0,0.36,0.0,1.91,0.0,0.91,B2,3
57,74.79,9.1,6.2,9.74,8.1,8.85,108.0,7.428571428571429,7.59,9.0,1.1730205278592376,1.1702127659574468,0.96,1.55,0.57,0.83,0.0,0.45,1.06,0.0,2.98,0.21,0.4,0.91,1.53,0.0,0.21,0.0,1.83,0.0,1.0,B2,3
58,75.1,9.1,6.0,8.51,7.3,8.06,52.0,6.625,8.16,9.0,1.1914893617021276,1.9130434782608696,1.09,1.26,0.57,0.87,0.0,0.39,1.43,0.0,2.22,0.22,0.61,0.96,2.0,0.0,0.22,0.0,1.43,0.0,1.0,B2,3
59,55.64,11.6,9.4,11.6,10.5,8.88,59.0,10.833333333333334,10.1,11.0,1.3839285714285714,2.6,0.8,1.7,0.25,1.05,0.0,0.5,1.4,0.0,2.9,0.15,0.65,0.9,2.9,0.0,0.3,0.0,2.35,0.0,0.95,B2,3
60,57.27,12.6,8.8,10.43,8.9,8.97,63.0,8.857142857142858,11.2,9.0,1.2317460317460318,1.7142857142857142,0.95,1.81,0.57,0.95,0.0,0.38,1.57,0.0,2.36,0.48,0.19,0.86,2.33,0.0,0.19,0.0,1.19,0.0,1.0,B2,3
61,73.1,9.7,8.9,7.67,10.8,7.77,107.0,14.0,10.99,8.0,1.2444649446494465,1.0476190476190477,1.6,2.76,0.98,1.93,0.0,0.93,2.07,0.0,5.0,0.5,1.12,2.14,0.52,0.83,0.69,0.12,3.62,0.0,1.0,B2,3
62,72.56,9.5,7.0,10.55,9.7,6.48,31.0,7.142857142857142,7.72,7.0,1.220496894409938,0.2631578947368421,0.53,1.47,0.68,1.05,0.0,0.58,1.53,0.0,4.58,0.16,0.84,1.47,0.11,0.0,0.58,0.0,2.42,0.0,0.95,B2,3
63,67.69,11.4,8.9,9.05,10.5,8.98,67.0,8.666666666666666,11.64,9.0,1.3948717948717948,0.8888888888888888,1.67,2.39,1.22,1.22,0.0,0.94,2.72,0.0,4.05,0.83,0.78,1.67,0.39,0.0,0.11,0.06,2.39,0.0,1.0,B2,3
64,70.02,10.8,8.0,8.18,8.8,8.29,43.0,9.0,10.11,9.0,1.5775075987841944,1.7647058823529411,1.35,2.53,0.76,1.06,0.0,0.47,2.29,0.0,4.12,0.41,0.47,1.24,1.76,0.24,0.18,0.0,1.53,0.0,0.94,B2,3
65,71.55,9.8,7.4,8.35,8.3,7.98,77.0,8.285714285714286,9.3,8.0,1.267605633802817,0.75,1.61,2.14,0.82,1.07,0.0,0.5,1.68,0.07,3.89,0.46,0.57,1.21,0.21,0.0,0.29,0.0,2.21,0.0,1.0,B2,3
66,59.94,11.7,9.8,9.69,10.6,8.87,59.0,8.428571428571429,10.8,10.0,1.7560240963855422,2.0,1.0,2.56,0.81,1.12,0.0,0.31,1.75,0.0,3.62,0.19,0.56,2.12,2.5,0.0,0.44,0.0,2.81,0.0,0.94,B2,3
67,73.17,10.0,6.8,8.58,7.9,8.05,49.0,7.571428571428571,8.42,8.0,1.3823529411764706,1.9047619047619047,1.48,2.19,0.52,0.71,0.0,0.33,1.81,0.0,2.87,0.43,0.24,1.0,1.62,0.0,0.33,0.0,1.33,0.0,1.0,B2,3
68,68.2,11.8,8.7,10.91,11.7,8.22,34.0,12.0,10.59,12.0,1.2841328413284132,1.6153846153846154,1.92,2.23,0.62,1.15,0.0,0.54,2.38,0.0,4.23,0.46,0.23,1.08,1.77,0.0,0.54,0.0,2.77,0.0,0.92,B2,3
69,69.62,10.4,8.1,8.65,9.3,8.47,181.0,7.0,10.15,9.0,1.162291169451074,0.9193548387096774,1.47,2.27,0.69,1.37,0.0,0.5,2.16,0.0,4.87,0.74,0.79,0.85,0.4,0.26,0.53,0.0,2.35,0.0,1.0,B2,3
70,70.02,11.6,8.0,10.84,11.0,9.94,33.0,12.4,9.67,11.0,1.231958762886598,3.6,0.9,2.0,0.5,0.9,0.0,0.3,1.6,0.1,3.8,1.0,0.3,1.0,3.7,0.0,0.5,0.0,1.9,0.0,0.9,B2,3
71,65.52,11.0,7.6,9.45,8.3,7.67,40.0,8.428571428571429,9.09,8.0,1.2627986348122866,1.2105263157894737,1.21,1.42,0.53,0.95,0.0,0.58,1.26,0.0,3.22,0.05,0.21,0.53,1.53,0.0,0.42,0.0,1.63,0.0,1.0,B2,3
72,66.57,11.2,9.3,8.65,10.7,8.37,101.0,8.333333333333334,11.48,9.0,1.4253393665158371,1.1379310344827587,1.55,2.31,1.14,1.93,0.0,0.79,2.1,0.07,4.24,0.34,0.9,2.38,1.0,0.0,0.48,0.0,2.66,0.0,0.97,B2,3
73,67.59,11.1,8.9,10.04,11.3,8.17,74.0,11.8,10.51,11.0,1.2100840336134453,2.5185185185185186,1.04,2.04,0.89,1.67,0.0,0.52,2.37,0.0,3.85,0.89,0.63,1.67,2.19,0.0,0.7,0.0,2.59,0.0,1.0,B2,3
74,59.43,11.0,10.0,10.15,11.3,8.71,121.0,11.6,10.87,11.0,1.5768707482993198,2.4705882352941178,1.26,2.29,0.47,0.97,0.0,0.79,1.79,0.0,3.84,0.47,0.38,1.26,3.71,0.0,0.32,0.03,2.44,0.0,1.0,B2,3
75,46.06,12.8,11.0,12.76,12.1,9.31,67.0,13.8,10.81,11.0,1.4698795180722892,1.6666666666666667,1.22,2.0,0.06,1.28,0.0,0.22,1.61,0.0,4.22,0.11,1.22,0.94,2.11,0.0,0.28,0.0,2.22,0.0,0.94,B2,3
76,65.62,10.0,7.6,9.27,8.2,8.07,50.0,7.142857142857142,7.67,8.0,1.3445121951219512,1.0476190476190477,1.1,1.52,0.52,0.71,0.0,0.33,1.48,0.05,3.62,0.29,0.67,1.05,1.0,0.19,0.14,0.05,1.9,0.0,1.0,B2,3
77,64.41,11.7,8.1,11.24,10.2,7.54,45.0,13.2,8.61,8.0,1.3988439306358382,1.4761904761904763,1.29,1.71,0.52,0.81,0.0,0.52,1.76,0.0,3.57,0.1,0.52,0.62,1.81,0.1,0.14,0.0,2.05,0.0,0.95,B2,3
78,56.05,11.9,9.2,9.21,8.7,7.7,37.0,8.142857142857142,9.7,9.0,1.3895131086142323,0.6875,0.94,1.75,0.81,1.06,0.0,0.5,1.62,0.0,3.81,0.19,1.06,0.94,1.0,0.0,0.25,0.0,1.81,0.0,0.94,B2,3
79,59.64,11.5,9.9,10.39,11.3,8.03,80.0,12.4,10.28,10.0,1.3672131147540985,1.3103448275862069,1.28,2.45,0.93,0.83,0.0,0.48,1.79,0.03,4.57,0.21,0.79,1.28,1.52,0.0,0.41,0.0,3.31,0.0,1.0,B2,3
80,57.3,13.6,10.8,10.04,12.0,8.78,143.0,14.2,11.94,12.0,1.4835390946502058,2.6341463414634148,1.68,2.8,0.78,1.2,0.0,0.56,2.1,0.0,4.45,0.83,0.61,1.2,3.07,0.0,0.41,0.15,2.76,0.0,1.0,B2,3
81,74.08,9.9,6.4,8.34,7.2,8.09,38.0,6.875,7.97,7.0,1.350194552529183,1.411764705882353,1.24,1.88,0.65,0.41,0.0,0.35,1.82,0.0,3.41,0.24,0.29,0.65,2.0,0.0,0.06,0.0,1.18,0.0,0.94,B2,3
82,76.32,9.5,5.6,7.06,5.6,8.4,27.0,6.875,8.11,6.0,0.9371428571428572,0.6153846153846154,1.54,1.15,0.69,0.69,0.0,0.54,0.92,0.0,3.0,0.46,0.31,0.77,0.46,0.31,0.23,0.0,1.46,0.0,0.92,B2,3
83,48.98,13.6,14.0,10.57,16.1,9.11,85.0,26.5,15.67,14.0,1.689342403628118,0.21428571428571427,2.57,3.79,1.14,2.0,0.0,1.36,3.14,0.0,7.71,0.07,1.29,2.64,0.14,0.0,0.79,0.0,3.93,0.0,0.93,B2,3
84,69.92,10.8,8.0,9.34,9.7,8.51,53.0,10.333333333333334,10.38,10.0,1.4345238095238095,1.5294117647058822,1.47,2.65,0.47,1.29,0.0,0.59,2.0,0.0,2.88,0.41,0.47,1.18,2.71,0.47,0.24,0.0,1.94,0.0,1.0,B2,3
85,73.17,11.0,6.8,9.5,8.7,8.33,38.0,7.25,9.5,7.0,1.176923076923077,1.4375,1.25,1.94,0.75,0.88,0.0,0.44,1.25,0.0,2.94,0.25,0.12,1.44,2.12,0.25,0.19,0.0,1.5,0.0,0.94,B2,3
86,53.31,11.9,10.3,11.19,11.3,7.03,45.0,10.333333333333334,10.34,11.0,1.314207650273224,0.631578947368421,1.16,1.42,0.79,1.11,0.0,0.42,1.63,0.0,5.47,0.58,1.11,1.21,0.21,0.0,0.53,0.0,2.68,0.0,0.95,B2,3
87,74.9,9.3,6.1,9.15,7.8,7.82,46.0,5.0,7.68,8.0,1.1914893617021276,0.4782608695652174,1.17,0.96,0.52,0.96,0.0,0.57,1.0,0.0,3.3,0.13,0.22,1.09,1.0,0.0,0.39,0.0,1.96,0.0,1.0,B2,3
88,67.18,12.1,9.1,10.39,12.0,10.51,52.0,14.5,12.36,12.0,1.3266932270916334,2.090909090909091,1.73,2.0,0.82,1.09,0.0,0.82,2.45,0.0,3.58,0.27,0.64,0.64,4.0,0.09,0.27,0.09,2.31,0.09,1.0,B2,3
89,61.87,11.0,9.1,9.92,10.3,8.25,76.0,11.4,9.83,10.0,1.3410714285714285,1.896551724137931,0.55,1.86,0.48,0.86,0.0,0.48,1.97,0.03,4.17,0.55,0.59,1.34,2.17,0.0,0.52,0.07,2.5,0.0,1.0,B2,3
90,77.77,9.5,7.1,8.99,9.7,10.3,44.0,8.333333333333334,9.81,10.0,1.3091603053435115,3.1538461538461537,0.92,2.31,0.38,0.69,0.0,0.92,1.31,0.0,3.54,0.85,0.46,1.38,4.77,0.0,0.08,0.0,1.54,0.0,1.0,B2,3
91,64.51,10.5,8.0,9.85,9.1,8.75,63.0,8.0,9.37,8.0,1.6067073170731707,1.5,1.35,2.35,0.8,0.85,0.0,0.7,1.1,0.0,3.05,0.3,0.45,1.45,1.45,0.1,0.05,0.0,1.45,0.0,0.95,B2,3
92,92.02,7.1,3.7,5.38,4.9,6.86,40.0,7.5,5.98,5.0,1.235611510791367,0.6756756756756757,0.65,1.57,1.05,0.7,0.0,0.41,1.38,0.0,2.54,0.05,0.59,1.68,0.62,0.41,0.32,0.0,1.97,0.0,1.0,B2,3
93,70.73,9.5,7.7,9.28,9.6,8.59,132.0,7.833333333333334,9.16,10.0,1.4015659955257271,1.434782608695652,1.22,1.8,0.61,1.0,0.0,0.8,1.61,0.0,4.07,0.3,0.46,1.46,1.8,0.7,0.28,0.0,2.35,0.0,0.98,B2,3
94,61.67,11.0,9.1,9.22,9.7,7.97,71.0,11.8,9.25,10.0,1.2996031746031746,1.7307692307692308,1.08,1.73,0.62,1.35,0.0,0.77,1.85,0.0,3.27,0.23,0.58,1.81,2.35,0.0,0.19,0.0,2.62,0.0,0.96,B2,3
95,63.53,11.9,10.5,9.23,12.3,9.08,120.0,15.5,12.77,9.0,1.5458452722063036,2.814814814814815,1.89,3.74,0.67,1.0,0.0,0.78,2.48,0.0,4.89,0.93,0.67,2.3,2.81,0.0,0.3,0.0,2.44,0.0,0.96,B2,3
96,70.33,10.6,7.9,8.52,9.0,8.02,197.0,10.333333333333334,9.51,9.0,1.3938802083333333,1.2098765432098766,1.11,2.11,0.56,1.0,0.0,0.53,1.86,0.01,3.79,0.37,0.48,1.91,1.41,0.02,0.41,0.0,2.33,0.04,1.0,B2,3
